ID,Tipo,Nombre_producto_API,Version_producto,Nombre_de_servicio/API,Nombre_Tecnico_API,Componente_menor,EVC,Nombre_equipo,Servicio_proveedor,Consumidores,QMANAGER,Namespace
62,API ONPREMISE,Bill Payment,160,Bill Payments - Information Payer,bill-payment-information-payer,Pagos y Recaudos,Gestión de flujos,Recaudos,,"APIC_PRODUCTORCONSUMIDOR _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_CJGIRALD _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_YSEBASDO _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_JJESPITI _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_DANVA _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MonitoreoDCM_NU0084001_Recaudos",,
63,API ONPREMISE,Bill Payments Execution,100,Bill Payments Execution - Payments,bill-paymenst-execution-payments,Captaciones,Gestión de flujos,Recaudos,PagoFacturaConConvenio/V1.0,No tiene,,
64,API ONPREMISE,Bill Payments Order,100,Bill Payments Order - Bills,bill-payment-order-bills,Pagos y Recaudos,Gestión de flujos,Recaudos,,"ALM_AW0955001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 ALM_AW0955 _x000D_
 app1 _x000D_
 AppAuditoriaApisEjemplo",,
65,API ONPREMISE,Biller,111,Biller - Management,biller-management,Pagos y Recaudos,Gestión de flujos,Pagos y Recaudos,AnulacionFacturaRecaudo/V1.0,"APIC_PRODUCTORCONSUMIDOR _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_JJESPITI _x000D_
 HabitatAdministraciones_NU0113001 _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_YSEBASDO _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_DANVA _x000D_
 MonitoreoDCM_NU0084001_Recaudos _x000D_
 APIC_PRODUCTORCONSUMIDOR",,
66,API ONPREMISE,Biller,111,Biller - Transactions,biller-transactions,Pagos y Recaudos,Gestión de flujos,Pagos y Recaudos,,"APIC_PRODUCTORCONSUMIDOR _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_JJESPITI _x000D_
 HabitatAdministraciones_NU0113001 _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_YSEBASDO _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_DANVA _x000D_
 MonitoreoDCM_NU0084001_Recaudos _x000D_
 APIC_PRODUCTORCONSUMIDOR",,
67,API ONPREMISE,Biller Files,132,Biller Files - Files Sent,biller-files-files-sent,Pagos y Recaudos,Gestión de flujos,Pagos y Recaudos,ConsultaArchivosEnviadosRecaudador/V1.0,"APIC_PRODUCTORCONSUMIDOR_PDN _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_YSEBASDO _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_DANVA _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_CJGIRALD _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 APIC_PRODUCTORCONSUMIDOR",,
68,API ONPREMISE,Biller Files,132,Biller Files - Information,biller-files-information,Pagos y Recaudos,Gestión de flujos,Pagos y Recaudos,ConsultaArchivoRecaudos/V1.0,"APIC_PRODUCTORCONSUMIDOR_PDN _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_YSEBASDO _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_DANVA _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_CJGIRALD _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 APIC_PRODUCTORCONSUMIDOR",,
69,API ONPREMISE,Biller Files,132,Biller Files - Management,biller-files-management,Pagos y Recaudos,Gestión de flujos,Pagos y Recaudos,GestionArchivoRecaudo/V1.0,"APIC_PRODUCTORCONSUMIDOR_PDN _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_YSEBASDO _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_DANVA _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_CJGIRALD _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 APIC_PRODUCTORCONSUMIDOR",,
70,Servicio,No Aplica,No Aplica,Bloquear Desbloquear Usuario,No Aplica,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,,AW0718001,,
71,Servicio,No Aplica,No Aplica,Bloquear Primera Segunda Clave SVP,No Aplica,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,,AW0718001,,
72,Servicio,No Aplica,No Aplica,BM_SVE_Acceder Acuerdo Trade,No Aplica,Captaciones,Financiación y consumo,Captaciones,,AW0360,,
73,API ONPREMISE,Commercial Information,100,Branch Commercial Team,branch-commercial-team,Gestion Cliente y Comercial,Conocimiento de clientes,No Aplica,,VisorInteractivo_AW1249001,,
74,API ONPREMISE,Business Opportunities,101,Business Opportunities - Consolidated,business-opportunities-consolidated,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"VisorInteractivo_AW1249001 _x000D_
 CGC_NU0014001 _x000D_
 AdaptadorMarketplace_NU0143001 _x000D_
 APP-PERSONAS_NU0146001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 BNPL_NU0287001 _x000D_
 MonitoreoDCM_NU0084001",,
75,API ONPREMISE,Business Opportunities Sme,111,Business Opportunities - SME Generals Inquiry,business-opportunities-sme-generals-inquiry,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"MonitoreoDCM_NU0084001 _x000D_
 VisorInteractivo_AW1249001 _x000D_
 LimitsCreditExhibition_NU0114001",,
76,API ONPREMISE,Business Opportunities Sme,111,Business Opportunities - SME Management,business-opportunities-sme-management,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"MonitoreoDCM_NU0084001 _x000D_
 VisorInteractivo_AW1249001 _x000D_
 LimitsCreditExhibition_NU0114001",,
77,API ONPREMISE,Business Opportunities Sme,111,Business Opportunities - SME PreApproved Inquiry,business-opportunities-sme-preapproved-inquiry,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"MonitoreoDCM_NU0084001 _x000D_
 VisorInteractivo_AW1249001 _x000D_
 LimitsCreditExhibition_NU0114001",,
78,API ONPREMISE,Business Opportunities,101,Business Opportunities MasterData,business-opportunities-masterdata,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"VisorInteractivo_AW1249001 _x000D_
 CGC_NU0014001 _x000D_
 AdaptadorMarketplace_NU0143001 _x000D_
 APP-PERSONAS_NU0146001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 BNPL_NU0287001 _x000D_
 MonitoreoDCM_NU0084001",,
79,API ONPREMISE,Business Opportunities Person,101,Business Opportunities Persons - Generals,business-opportunities-persons-generals,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"HabitatCore_AW1281003 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 VisorInteractivo_AW1249001 _x000D_
 AdaptadorMarketplace_NU0143001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 EASYHOME_NU0004001 _x000D_
 SUFIOriginacion_AW1097001 _x000D_
 salesforceAdapter_NU0254001",,
80,API ONPREMISE,Business Opportunities Person,101,Business Opportunities Persons - Management,business-opportunities-persons-management,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"HabitatCore_AW1281003 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 VisorInteractivo_AW1249001 _x000D_
 AdaptadorMarketplace_NU0143001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 EASYHOME_NU0004001 _x000D_
 SUFIOriginacion_AW1097001 _x000D_
 salesforceAdapter_NU0254001",,
81,API ONPREMISE,Business Opportunities Person,101,Business Opportunities Persons-Preapproved,business-opportunities-persons-preapproved,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"HabitatCore_AW1281003 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 VisorInteractivo_AW1249001 _x000D_
 AdaptadorMarketplace_NU0143001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 EASYHOME_NU0004001 _x000D_
 SUFIOriginacion_AW1097001 _x000D_
 salesforceAdapter_NU0254001",,
82,API ONPREMISE,Button,101,Button - Account,button-account,Debito y Prepago,Gestión de flujos,Pagos,,"MonitoreoDCM_NU0084001 _x000D_
 One Click Payment_NU0199001",,
83,API ONPREMISE,Button,101,Button - Information,button-information,Debito y Prepago,Gestión de flujos,Pagos,,"MonitoreoDCM_NU0084001 _x000D_
 One Click Payment_NU0199001",,
84,API ONPREMISE,Button,101,Button - Management,button-management,Debito y Prepago,Gestión de flujos,Pagos,,"MonitoreoDCM_NU0084001 _x000D_
 One Click Payment_NU0199001",,
85,API ONPREMISE,Button,101,Button - Onboarding,button-onboarding,Debito y Prepago,Gestión de flujos,Pagos,,"MonitoreoDCM_NU0084001 _x000D_
 One Click Payment_NU0199001",,
86,API ONPREMISE,Button,101,Button - Technical Setting,button-technical-setting,Debito y Prepago,Gestión de flujos,Pagos,,"MonitoreoDCM_NU0084001 _x000D_
 One Click Payment_NU0199001",,
87,Servicio,No Aplica,No Aplica,Calcular Operacion Divisas,No Aplica,Comercio Exterior,Financiación y consumo,,,"DEVELOPSOATEST _x000D_
PRODUCTORCONSUMIDOR",,
88,Servicio,No Aplica,No Aplica,Calculo Cuota Credito,No Aplica,Crédito,Financiación y consumo,,,"DEVELOPSOATEST _x000D_
PRODUCTORCONSUMIDOR _x000D_
NU0102001",,
89,Servicio,No Aplica,No Aplica,Cambiar Clave SVE,No Aplica,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,,AW0718001,,
90,Servicio,No Aplica,No Aplica,Cambiar Primera Segunda Clave SVP,No Aplica,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,,AW0718001,,
91,Servicio,No Aplica,No Aplica,Cambio Plan Cuenta,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,PRODUCTORCONSUMIDOR,,
92,Servicio,No Aplica,No Aplica,Cancelar Canal SVE,No Aplica,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,,AW0718001,,
93,API IBM Cloud ,Cards,210,Card - Credit information,credit-card-infomation,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,,"TMP EDIN APP_AW1276001 _x000D_
 BC_Herramientas_Monitoreo _x000D_
 App inversionesGB_AW1185001 _x000D_
 APOLO_AW0360010",,
94,API IBM Cloud ,Cards,301,Card - Credit information,credit-card-infomation,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,ConsultaInformacionTarjetaCredito/V1.1,TMP SOPORTE APP_lgcorrg,,
95,API IBM Cloud ,Cards,210,Card - Credit Payment Information,card-credit-payment-information,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,ConsultaInformacionTarjetaCredito/V1.0,"TMP EDIN APP_AW1276001 _x000D_
 BC_Herramientas_Monitoreo _x000D_
 App inversionesGB_AW1185001 _x000D_
 APOLO_AW0360010",,
96,API IBM Cloud ,Cards,210,Card - Credit Payments,card-credit-payments,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,GestionPagoTarjetaCredito/V1.0,"TMP EDIN APP_AW1276001 _x000D_
 BC_Herramientas_Monitoreo _x000D_
 App inversionesGB_AW1185001 _x000D_
 APOLO_AW0360010",,
97,API IBM Cloud ,Cards,301,Card - Credit Transactions,card-credit-transactions,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,ConsultaMovimientosTarjetaCredito/V1.0,TMP SOPORTE APP_lgcorrg,,
98,API IBM Cloud ,Cards,301,Card - Customer Cards,card-customer-cards,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,ConsultaInformacionTarjetaCredito/V1.1,TMP SOPORTE APP_lgcorrg,,
99,API ONPREMISE,Card Payment Execution,101,Card Payment Execution - Credit Cards,card-payment-execution-credit-cards,Emisor,Medios de pago Emision,Tarjetas Crédito,AfectacionesMonetariasTarjetasCredito/V1.0,"ProductorConsumidorMP_PRODUCTORCONSUMIDOR _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 PagoTDCWompi_AW1405001",,
100,API ONPREMISE,Cards,111,Cards - Credit Card Obligations,cards-credit-card-obligations,Emisor,Medios de pago Emision,Tarjetas Crédito,"ConsultaTarjetasPYME/V1.0
ConsultaTarjetasCredito/V1.0","PORTALCOBRANZA_AW1294001 _x000D_
 MonitoreoDCM_NU0084001",,
101,API ONPREMISE,Cards,111,Cards - Debit Cards,cards-debit-cards,Debito y Prepago,Medios de pago Emision,Tarjetas Débito,GestionTarjetasDebito/V1.0,"PORTALCOBRANZA_AW1294001 _x000D_
 MonitoreoDCM_NU0084001",,
102,Servicio,No Aplica,No Aplica,Carga De Archivos,No Aplica,Pagos y Recaudos,Gestión de flujos,"Recaudos, Pagos o Gobierno e Impuestos",,"GDE _x000D_
PSE _x000D_
SVE",,
103,API ONPREMISE,Case Root Cause Analysis,101,Case Root Cause Analysis - Tipology Manager,case-root-cause-analysis-tipology-manager,Gestion Cliente y Comercial,Conocimiento de clientes,No Aplica,,Portal Contenidos Bancolombia_AW1218001,,
104,API IBM Cloud ,Channels,100,Channel - Service Points,channel-service-points,Servicios Switch y Telefonica,Distribución Fisica,No Aplica,,"Vinculación Digital _x000D_
 CHATBOT _x000D_
 Dummy _x000D_
 BC Portal de Contenido_AW1218001",,
105,API ONPREMISE,Channel Activity Analysis,100,Channel Activity Analysis - SimCard,channel-activity-analysis-simcard,Seguridad,Autenticación y Monitoreo,Gestión de Identidades,GestionSimCard/V1.0,PortalAutogestionPyme_AW1287,,
106,API ONPREMISE,Channel Commission,110,Channel Commission - Customer Transactions,channel-commission-customer-transactions,Canales Digitales Personas,Distribución Digital,No Aplica,,"MascaraTransaccional_NU0021001 _x000D_
 ALM_AW0955001 _x000D_
 msitccheckcost_NU0215001",,
107,Servicio,No Aplica,No Aplica,Channel Management,No Aplica,Distribucion Digital,Galatea,No Aplica,,No Tiene,,
108,Servicio,No Aplica,No Aplica,Channel Transaction Validations,No Aplica,Distribucion Digital,Galatea,No Aplica,,AW1204001,,
109,API ONPREMISE,Collections Agreement,121,Collection Agreements - Account Collection,collection-agreements-account-collection,Pagos y Recaudos,Gestión de flujos,Pagos y Recaudos,ConsultaCuentaRecaudo/V1.0,"APIC_PRODUCTORCONSUMIDOR _x000D_
 APP_PRODUCTORCONSUMIDOR _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_YSEBASDO _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 APIC_AW1176 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MonitoreoDCM_NU0084001_Recaudos _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 Horus_AW1258011",,
110,API ONPREMISE,Collections Agreement,121,Collection Agreements - Information,collection-agreements-information,Pagos y Recaudos,Gestión de flujos,Pagos y Recaudos,ConsultaConvenioRecaudo/V1.0,"APIC_PRODUCTORCONSUMIDOR _x000D_
 APP_PRODUCTORCONSUMIDOR _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN _x000D_
 APIC_PRODUCTORCONSUMIDOR_PDN_YSEBASDO _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 APIC_AW1176 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 MonitoreoDCM_NU0084001_Recaudos _x000D_
 APIC_PRODUCTORCONSUMIDOR _x000D_
 Horus_AW1258011",,
111,Servicio,No Aplica,No Aplica,Comprar Divisas,No Aplica,Valores,Tesoreria,No Aplica,,"SVE _x000D_
AW0360",,
112,Servicio,No Aplica,No Aplica,Confirmar Identidad Persona En Data Credito,No Aplica,Riesgos,Autenticación y Monitoreo,Gestión de Identidades,,"AW0748001 _x000D_
AW1312001 _x000D_
NU0034001 _x000D_
AW1281003",,
113,Servicio,No Aplica,No Aplica,Confirmar Identidad Persona En Data Credito,No Aplica,Riesgos,Autenticación y Monitoreo,Gestión de Identidades,,"AW1097001 _x000D_
AW0939 _x000D_
NU0034001 _x000D_
AW1281003",,
114,API ONPREMISE,Consignments,300,Consignment - Modify Remittance,consignment-modify-remittance,Comercio Exterior,Financiación y Consumo,,GestionRemesas/V1.0,"APP_AAA _x000D_
 TransferWise_TNW _x000D_
 MonitoreoDCM_AAA _x000D_
 Remitly_RTY _x000D_
 Uniteller_UTL _x000D_
 OmnexGroup_UNO _x000D_
 More_MOR _x000D_
 WorldRemit_WRT _x000D_
 RiaFinancialServices_RIA _x000D_
 SmallWorld_OMX _x000D_
 Moneygram_MNR",,
115,API ONPREMISE,Consignments,300,Consignments - Authorization,consignments-authorization,Comercio Exterior,Financiación y Consumo,,ConsultaRemesas/V1.0,"APP_AAA _x000D_
 TransferWise_TNW _x000D_
 MonitoreoDCM_AAA _x000D_
 Remitly_RTY _x000D_
 Uniteller_UTL _x000D_
 OmnexGroup_UNO _x000D_
 More_MOR _x000D_
 WorldRemit_WRT _x000D_
 RiaFinancialServices_RIA _x000D_
 SmallWorld_OMX _x000D_
 Moneygram_MNR",,
116,API ONPREMISE,Consignments,300,Consignments - Cancel Remittance,consignment-cancel-remittance,Comercio Exterior,Financiación y Consumo,,GestionRemesas/V1.0,"APP_AAA _x000D_
 TransferWise_TNW _x000D_
 MonitoreoDCM_AAA _x000D_
 Remitly_RTY _x000D_
 Uniteller_UTL _x000D_
 OmnexGroup_UNO _x000D_
 More_MOR _x000D_
 WorldRemit_WRT _x000D_
 RiaFinancialServices_RIA _x000D_
 SmallWorld_OMX _x000D_
 Moneygram_MNR",,
117,API ONPREMISE,Consignments,300,Consignments - Consult Remittance,consignments-consult-remittance,Comercio Exterior,Financiación y Consumo,,ConsultaRemesas/V1.0,"APP_AAA _x000D_
 TransferWise_TNW _x000D_
 MonitoreoDCM_AAA _x000D_
 Remitly_RTY _x000D_
 Uniteller_UTL _x000D_
 OmnexGroup_UNO _x000D_
 More_MOR _x000D_
 WorldRemit_WRT _x000D_
 RiaFinancialServices_RIA _x000D_
 SmallWorld_OMX _x000D_
 Moneygram_MNR",,
118,API ONPREMISE,Consignments,300,Consignments - Exchange Rates Query,consignments-exchange-rates-query,Comercio Exterior,Financiación y Consumo,,GestionRemesas/V1.0,"APP_AAA _x000D_
 TransferWise_TNW _x000D_
 MonitoreoDCM_AAA _x000D_
 Remitly_RTY _x000D_
 Uniteller_UTL _x000D_
 OmnexGroup_UNO _x000D_
 More_MOR _x000D_
 WorldRemit_WRT _x000D_
 RiaFinancialServices_RIA _x000D_
 SmallWorld_OMX _x000D_
 Moneygram_MNR",,
119,API ONPREMISE,Consignments,300,Consignments - Send Remittance,consignments-send-remittance,Comercio Exterior,Financiación y Consumo,,ConsultaRemesas/V1.0,"APP_AAA _x000D_
 TransferWise_TNW _x000D_
 MonitoreoDCM_AAA _x000D_
 Remitly_RTY _x000D_
 Uniteller_UTL _x000D_
 OmnexGroup_UNO _x000D_
 More_MOR _x000D_
 WorldRemit_WRT _x000D_
 RiaFinancialServices_RIA _x000D_
 SmallWorld_OMX _x000D_
 Moneygram_MNR",,
120,API ONPREMISE,Consignments,300,Consignments - Validate Automatic Credit,consignments-validate-automatic-credit,Comercio Exterior,Financiación y Consumo,,ConsultaRemesas/V1.0,"APP_AAA _x000D_
 TransferWise_TNW _x000D_
 MonitoreoDCM_AAA _x000D_
 Remitly_RTY _x000D_
 Uniteller_UTL _x000D_
 OmnexGroup_UNO _x000D_
 More_MOR _x000D_
 WorldRemit_WRT _x000D_
 RiaFinancialServices_RIA _x000D_
 SmallWorld_OMX _x000D_
 Moneygram_MNR",,
121,Servicio,No Aplica,No Aplica,Consulta Archivo Recaudos,No Aplica,Pagos y Recaudos,Gestión de flujos,Recaudos,,"PRODUCTORCONSUMIDOR _x000D_
NU0084001 _x000D_
AW1258011",,
122,Servicio,No Aplica,No Aplica,Consulta Archivos Enviados Recaudador,No Aplica,Pagos y Recaudos,Gestión de flujos,Recaudos,,"PRODUCTORCONSUMIDOR _x000D_
NU0084001",,
123,Servicio,No Aplica,No Aplica,Consulta Banco,No Aplica,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,,AW1185001,,
124,Servicio,No Aplica,No Aplica,Consulta Caracteristicas Plan Cuenta,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,"PRODUCTORCONSUMIDOR _x000D_
NU0091001 _x000D_
NU0170001 _x000D_
AW1177001",,
125,Servicio,No Aplica,No Aplica,Consulta Catalogo Maestros,No Aplica,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,,"AW1074001 _x000D_
NU0038001 _x000D_
NU0051001 _x000D_
AW1249001",,
126,Servicio,No Aplica,No Aplica,Consulta Catalogo Servicios Depositos,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,PRODUCTORCONSUMIDOR,,
127,Servicio,No Aplica,No Aplica,Consulta Catalogos Depositos,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,"PRODUCTORCONSUMIDOR _x000D_
NU0021001",,
128,Servicio,No Aplica,No Aplica,Consulta Centrales Internas,No Aplica,Riesgos,Ciclo de Crédito,Ecosistema de Riesgo de Crédito,,No Tiene,,
129,Servicio,No Aplica,No Aplica,Consulta Clasificacion Cartera,No Aplica,Crédito,Financiación y consumo,,,"AW1285001 _x000D_
AW0856",,
130,Servicio,No Aplica,No Aplica,Consulta Cliente Preferencial FNG,No Aplica,Jornadas,Financiación y consumo,,,"AW1285001 _x000D_
DEVELOPSOATEST",,
131,Servicio,No Aplica,No Aplica,Consulta Clientes,No Aplica,Factoring,Gestión de flujos,Factoring,,"AW0922 _x000D_
TP _x000D_
Allus",,
132,Servicio,No Aplica,No Aplica,Consulta Comision Canales,No Aplica,Canales Digitales Personas,Distribución Digital,No Aplica,,"NU0021001 _x000D_
AW1170 _x000D_
DEVELOPSOATEST _x000D_
AW0955001 _x000D_
NU0146001 _x000D_
NU0149001 _x000D_
NU0215001 _x000D_
NU0051001",,
133,Servicio,No Aplica,No Aplica,Consulta Consolidados Cuentas Depositos,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,AW1170,,
134,Servicio,No Aplica,No Aplica,Consulta Convenio Nomina,No Aplica,Captaciones,Gestión de flujos,Captaciones,,"AW1177 _x000D_
AW1285001 _x000D_
AW1128",,
135,Servicio,No Aplica,No Aplica,Consulta Convenio Recaudo,No Aplica,Pagos y Recaudos,Gestión de flujos,Recaudos,,"PRODUCTORCONSUMIDOR _x000D_
NU0021001 _x000D_
AW1176 _x000D_
AW1258011 _x000D_
NU0051001",,
136,Servicio,No Aplica,No Aplica,Consulta Convenios De Nomina,No Aplica,Pagos y Recaudos,Gestión de flujos,Recaudos o Pagos,,"PRODUCTORCONSUMIDOR _x000D_
NU0091001 _x000D_
NU0169001 _x000D_
NU0170001",,
137,Servicio,No Aplica,No Aplica,Consulta Costos Tarjeta Debito,No Aplica,Servicios Transaccionales MP,Medios de pago Aceptacion,Servicios Transaccionales MP,,"AW1177 _x000D_
AW1128 _x000D_
NU0170001 _x000D_
NU0104001",,
138,Servicio,No Aplica,No Aplica,Consulta Cuenta Depositos,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,AW01065,,
139,Servicio,No Aplica,No Aplica,Consulta Cuenta Depositos,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,"AW01065 _x000D_
AW0937 _x000D_
SU2 _x000D_
AW1176 _x000D_
AW0856 _x000D_
SUF _x000D_
AW1272001 _x000D_
AW1170 _x000D_
AFC _x000D_
AW0709001 _x000D_
AW1311 _x000D_
AW1365 _x000D_
AW1110001",,
140,Servicio,No Aplica,No Aplica,Consulta Cuenta MultiProducto,No Aplica,Valores,Inversiones,No Aplica,,"AW1208001 _x000D_
AW1208 _x000D_
AW1298001 _x000D_
NU0160001",,
141,Servicio,No Aplica,No Aplica,Consulta Cuenta Recaudo,No Aplica,Pagos y Recaudos,Gestión de flujos,Recaudos o Pagos,,"PRODUCTORCONSUMIDOR _x000D_
AW1258011",,
142,Servicio,No Aplica,No Aplica,Consulta Cuentas AFC,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,"GDE _x000D_
AFC _x000D_
AW1110001 _x000D_
DEVELOPSOATEST",,
143,Servicio,No Aplica,No Aplica,Consulta Cuentas Depositos,No Aplica,Captaciones,Depósitos y cuentas especiales,Depósitos,,"AW1373 _x000D_
NU0104001 _x000D_
NU0064001 _x000D_
AW1315014 _x000D_
NU0010001 _x000D_
AW1258011 _x000D_
NU0139001 _x000D_
AW1365 _x000D_
NU0014001 _x000D_
AW1326001 _x000D_
PRODUCTORCONSUMIDOR _x000D_
AW1315001 _x000D_
NU0091001 _x000D_
NU0146001 _x000D_
AW1151001 _x000D_
NU0001001 _x000D_
AW0360006 _x000D_
NU0142001 _x000D_
NU0135001",,
144,Servicio,No Aplica,No Aplica,Consulta Cuota Credito,No Aplica,Crédito,Financiación y consumo,,,"AW1313 _x000D_
AW1170 _x000D_
AW1287",,
145,Servicio,No Aplica,No Aplica,Consulta Cuota Credito,No Aplica,Crédito,Financiación y consumo,,,"NU0102001 _x000D_
DEVELOPSOATEST",,
146,Servicio,No Aplica,No Aplica,Consulta Datos Alertas y Notificaciones,No Aplica,Trasversales e Inclusión,Distribución Digital,No Aplica,,"NU0102001 _x000D_
AW0407 _x000D_
AW1313 _x000D_
AW1316001 _x000D_
AW0360007 _x000D_
AW1170 _x000D_
NU0100001 _x000D_
NU0004001 _x000D_
NU0103001 _x000D_
DEVELOPSOATEST _x000D_
AW1185001 _x000D_
AW1316 _x000D_
NU0147001 _x000D_
NU0104001 _x000D_
NU0170001 _x000D_
AW0955001 _x000D_
AW1299001",,
147,Servicio,No Aplica,No Aplica,Consulta Datos Cartera,No Aplica,Crédito,Financiación y consumo,,,"NU0102001 _x000D_
AW1176 _x000D_
AW0856 _x000D_
AW1313 _x000D_
AW1294001 _x000D_
NU0114001 _x000D_
DEVELOPSOATEST",,
